technology,parameter,year,value,unit,currency_year,source,further_description,financial_case,scenario,
battery storage,FOM,2030,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
battery storage,FOM,2040,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
battery storage,FOM,2050,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
battery inverter,FOM,2022,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Moderate,
battery inverter,FOM,2030,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Moderate,
battery inverter,FOM,2040,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Moderate,
battery inverter,FOM,2050,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Moderate,
battery inverter,FOM,2022,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Conservative,
battery inverter,FOM,2030,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Conservative,
battery inverter,FOM,2040,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Conservative,
battery inverter,FOM,2050,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Conservative,
battery inverter,FOM,2022,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Advanced,
battery inverter,FOM,2030,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Advanced,
battery inverter,FOM,2040,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Advanced,
battery inverter,FOM,2050,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Advanced,
battery inverter,FOM,2022,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Moderate,
battery inverter,FOM,2030,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Moderate,
battery inverter,FOM,2040,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Moderate,
battery inverter,FOM,2050,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Moderate,
battery inverter,FOM,2022,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Conservative,
battery inverter,FOM,2030,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Conservative,
battery inverter,FOM,2040,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Conservative,
battery inverter,FOM,2050,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Conservative,
battery inverter,FOM,2022,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
battery inverter,FOM,2030,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
battery inverter,FOM,2040,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
battery inverter,FOM,2050,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
battery storage,lifetime,2022,15,years,-,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",,,,
battery inverter,lifetime,2022,15,years,-,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",,,,
grey methanol synthesis,efficiency,2020,0.594,p.u.,2017,"IEA, The Future of Hydrogen, https://iea.blob.core.windows.net/assets/29b027e5-fefc-47df-aed0-456b1bb38844/IEA-The-Future-of-Hydrogen-Assumptions-Annex_CORR.pdf, page 5",,,,
grey methanol synthesis,carbondioxide-output,2020,0.086,tCO2/MWh_gas,-,"IEA, The Future of Hydrogen, https://iea.blob.core.windows.net/assets/29b027e5-fefc-47df-aed0-456b1bb38844/IEA-The-Future-of-Hydrogen-Assumptions-Annex_CORR.pdf, page 5",,,,
grey methanol synthesis,investment,2020,420,EUR/kW,2017,"IEA, The Future of Hydrogen, https://iea.blob.core.windows.net/assets/29b027e5-fefc-47df-aed0-456b1bb38844/IEA-The-Future-of-Hydrogen-Assumptions-Annex_CORR.pdf, page 5",,,,
grey methanol synthesis,FOM,2020,2.5,%/year,2017,"IEA, The Future of Hydrogen, https://iea.blob.core.windows.net/assets/29b027e5-fefc-47df-aed0-456b1bb38844/IEA-The-Future-of-Hydrogen-Assumptions-Annex_CORR.pdf, page 5",,,,
grey methanol synthesis,VOM,2020,3,EUR/MWh,2017,"IEA, The Future of Hydrogen, https://iea.blob.core.windows.net/assets/29b027e5-fefc-47df-aed0-456b1bb38844/IEA-The-Future-of-Hydrogen-Assumptions-Annex_CORR.pdf, page 5",,,,
grey methanol synthesis,lifetime,2020,25,years,-,"IEA, The Future of Hydrogen, https://iea.blob.core.windows.net/assets/29b027e5-fefc-47df-aed0-456b1bb38844/IEA-The-Future-of-Hydrogen-Assumptions-Annex_CORR.pdf, page 5",,,,
grey methanol synthesis,electricity-input,2020,0.015,MWh_el/MWh_gas,-,"IEA, The Future of Hydrogen, https://iea.blob.core.windows.net/assets/29b027e5-fefc-47df-aed0-456b1bb38844/IEA-The-Future-of-Hydrogen-Assumptions-Annex_CORR.pdf, page 5",,,,
grey methanol synthesis,efficiency,2030,0.603,p.u.,-,"IEA, The Future of Hydrogen, https://iea.blob.core.windows.net/assets/29b027e5-fefc-47df-aed0-456b1bb38844/IEA-The-Future-of-Hydrogen-Assumptions-Annex_CORR.pdf, page 5",,,,
grey methanol synthesis,carbondioxide-output,2030,0.0766,tCO2/MWh_gas,-,"IEA, The Future of Hydrogen, https://iea.blob.core.windows.net/assets/29b027e5-fefc-47df-aed0-456b1bb38844/IEA-The-Future-of-Hydrogen-Assumptions-Annex_CORR.pdf, page 5",,,,
grey methanol synthesis,investment,2030,420,EUR/kW,2017,"IEA, The Future of Hydrogen, https://iea.blob.core.windows.net/assets/29b027e5-fefc-47df-aed0-456b1bb38844/IEA-The-Future-of-Hydrogen-Assumptions-Annex_CORR.pdf, page 5",,,,
grey methanol synthesis,FOM,2030,2.5,%/year,2017,"IEA, The Future of Hydrogen, https://iea.blob.core.windows.net/assets/29b027e5-fefc-47df-aed0-456b1bb38844/IEA-The-Future-of-Hydrogen-Assumptions-Annex_CORR.pdf, page 5",,,,
grey methanol synthesis,VOM,2030,3,EUR/MWh,2017,"IEA, The Future of Hydrogen, https://iea.blob.core.windows.net/assets/29b027e5-fefc-47df-aed0-456b1bb38844/IEA-The-Future-of-Hydrogen-Assumptions-Annex_CORR.pdf, page 5",,,,
grey methanol synthesis,lifetime,2030,25,years,-,"IEA, The Future of Hydrogen, https://iea.blob.core.windows.net/assets/29b027e5-fefc-47df-aed0-456b1bb38844/IEA-The-Future-of-Hydrogen-Assumptions-Annex_CORR.pdf, page 5",,,,
grey methanol synthesis,electricity-input,2030,0.015,MWh_el/MWh_gas,-,"IEA, The Future of Hydrogen, https://iea.blob.core.windows.net/assets/29b027e5-fefc-47df-aed0-456b1bb38844/IEA-The-Future-of-Hydrogen-Assumptions-Annex_CORR.pdf, page 5",,,,
e-methanol synthesis,hydrogen-input,2020,1.37,MWh_H2/MWh_MeOH,-,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,carbondioxide-input,2020,0.2,tCO2/MWh_MeOH,-,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,electricity-input,2020,0.05,MWh_el/MWh_MeOH,-,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,investment,2020,900,EUR/kW,2020,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,FOM,2020,4,%/year,2020,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,VOM,2020,5,EUR/MWh,2020,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,lifetime,2020,25,years,-,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,hydrogen-input,2025,1.1588,MWh_H2/MWh_MeOH,-,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,carbondioxide-input,2025,0.2533,tCO2/MWh_MeOH,-,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,electricity-input,2025,0.0181,MWh_el/MWh_MeOH,-,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,investment,2025,1350,EUR/kW,2020,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,FOM,2025,2.89,%/year,2020,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,VOM,2025,0,EUR/MWh,2020,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,lifetime,2025,30,years,-,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,hydrogen-input,2030,1.3,MWh_H2/MWh_MeOH,-,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,carbondioxide-input,2030,0.2,tCO2/MWh_MeOH,-,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,electricity-input,2030,0.04,MWh_el/MWh_MeOH,-,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,investment,2030,700,EUR/kW,2020,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,FOM,2030,3.5,%/year,2020,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,VOM,2030,4,EUR/MWh,2020,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,lifetime,2030,25,years,-,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,hydrogen-input,2040,1.1588,MWh_H2/MWh_MeOH,-,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,carbondioxide-input,2040,0.2533,tCO2/MWh_MeOH,-,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,electricity-input,2040,0.0181,MWh_el/MWh_MeOH,-,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,investment,2040,960,EUR/kW,2020,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,FOM,2040,3.12,%/year,2020,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,VOM,2040,0,EUR/MWh,2020,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,lifetime,2040,30,years,-,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,hydrogen-input,2050,1.1588,MWh_H2/MWh_MeOH,-,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,carbondioxide-input,2050,0.2533,tCO2/MWh_MeOH,-,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,electricity-input,2050,0.0181,MWh_el/MWh_MeOH,-,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,investment,2050,870,EUR/kW,2020,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,FOM,2050,2.99,%/year,2020,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,VOM,2050,0,EUR/MWh,2020,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
e-methanol synthesis,lifetime,2050,30,years,-,"DEA, Technology Data for Renewable Fuels, https://ens.dk/en/analyses-and-statistics/technology-data-renewable-fuels, 5.2 Methanol from hydrogen",,,,
