,ws,Technology,par,unit,est,year,val
2939,na-nicl2 battery,na-nicl2 battery,construction time,years,control,2015,0.5
2940,na-nicl2 battery,na-nicl2 battery,construction time,years,control,2020,0.5
2941,na-nicl2 battery,na-nicl2 battery,construction time,years,control,2030,0.5
2942,na-nicl2 battery,na-nicl2 battery,construction time,years,control,2050,0.5
2943,na-nicl2 battery,na-nicl2 battery,energy losses during storage,percent/day,lower,2020,0.0
2944,na-nicl2 battery,na-nicl2 battery,energy losses during storage,percent/day,lower,2050,0.0
2945,na-nicl2 battery,na-nicl2 battery,energy losses during storage,percent/day,upper,2020,15.0
2946,na-nicl2 battery,na-nicl2 battery,energy losses during storage,percent/day,upper,2050,15.0
2947,na-nicl2 battery,na-nicl2 battery,energy losses during storage,percent/day,control,2015,0.0
2948,na-nicl2 battery,na-nicl2 battery,energy losses during storage,percent/day,control,2020,0.0
2949,na-nicl2 battery,na-nicl2 battery,energy losses during storage,percent/day,control,2030,0.0
2950,na-nicl2 battery,na-nicl2 battery,energy losses during storage,percent/day,control,2050,0.0
2951,na-nicl2 battery,na-nicl2 battery,energy storage capacity for one unit,MWh,lower,2020,3.11
2952,na-nicl2 battery,na-nicl2 battery,energy storage capacity for one unit,MWh,lower,2050,3.11
2953,na-nicl2 battery,na-nicl2 battery,energy storage capacity for one unit,MWh,upper,2020,5.19
2954,na-nicl2 battery,na-nicl2 battery,energy storage capacity for one unit,MWh,upper,2050,5.19
2955,na-nicl2 battery,na-nicl2 battery,energy storage capacity for one unit,MWh,control,2015,4.43
2956,na-nicl2 battery,na-nicl2 battery,energy storage capacity for one unit,MWh,control,2020,4.15
2957,na-nicl2 battery,na-nicl2 battery,energy storage capacity for one unit,MWh,control,2030,4.15
2958,na-nicl2 battery,na-nicl2 battery,energy storage capacity for one unit,MWh,control,2050,4.15
2959,na-nicl2 battery,na-nicl2 battery,forced outage,percent,lower,2020,0.0
2960,na-nicl2 battery,na-nicl2 battery,forced outage,percent,lower,2050,0.0
2961,na-nicl2 battery,na-nicl2 battery,forced outage,percent,upper,2020,2.0
2962,na-nicl2 battery,na-nicl2 battery,forced outage,percent,upper,2050,2.0
2963,na-nicl2 battery,na-nicl2 battery,forced outage,percent,control,2015,0.0
2964,na-nicl2 battery,na-nicl2 battery,forced outage,percent,control,2020,0.0
2965,na-nicl2 battery,na-nicl2 battery,forced outage,percent,control,2030,0.0
2966,na-nicl2 battery,na-nicl2 battery,forced outage,percent,control,2050,0.0
2975,na-nicl2 battery,na-nicl2 battery,input capacity for one unit,MW,lower,2020,0.34
2976,na-nicl2 battery,na-nicl2 battery,input capacity for one unit,MW,lower,2050,0.34
2977,na-nicl2 battery,na-nicl2 battery,input capacity for one unit,MW,upper,2020,0.56
2978,na-nicl2 battery,na-nicl2 battery,input capacity for one unit,MW,upper,2050,0.56
2979,na-nicl2 battery,na-nicl2 battery,input capacity for one unit,MW,control,2015,0.42
2980,na-nicl2 battery,na-nicl2 battery,input capacity for one unit,MW,control,2020,0.45
2981,na-nicl2 battery,na-nicl2 battery,input capacity for one unit,MW,control,2030,0.45
2982,na-nicl2 battery,na-nicl2 battery,input capacity for one unit,MW,control,2050,0.45
2983,na-nicl2 battery,na-nicl2 battery,output capacity for one unit,MW,lower,2020,0.9
2984,na-nicl2 battery,na-nicl2 battery,output capacity for one unit,MW,lower,2050,0.9
2985,na-nicl2 battery,na-nicl2 battery,output capacity for one unit,MW,upper,2020,1.5
2986,na-nicl2 battery,na-nicl2 battery,output capacity for one unit,MW,upper,2050,1.5
2987,na-nicl2 battery,na-nicl2 battery,output capacity for one unit,MW,control,2015,1.13
2988,na-nicl2 battery,na-nicl2 battery,output capacity for one unit,MW,control,2020,1.2
2989,na-nicl2 battery,na-nicl2 battery,output capacity for one unit,MW,control,2030,1.2
2990,na-nicl2 battery,na-nicl2 battery,output capacity for one unit,MW,control,2050,1.2
2991,na-nicl2 battery,na-nicl2 battery,planned outage,weeks/year,lower,2020,0.0
2992,na-nicl2 battery,na-nicl2 battery,planned outage,weeks/year,lower,2050,0.0
2993,na-nicl2 battery,na-nicl2 battery,planned outage,weeks/year,upper,2020,0.0
2994,na-nicl2 battery,na-nicl2 battery,planned outage,weeks/year,upper,2050,0.0
2995,na-nicl2 battery,na-nicl2 battery,planned outage,weeks/year,control,2015,0.0
2996,na-nicl2 battery,na-nicl2 battery,planned outage,weeks/year,control,2020,0.0
2997,na-nicl2 battery,na-nicl2 battery,planned outage,weeks/year,control,2030,0.0
2998,na-nicl2 battery,na-nicl2 battery,planned outage,weeks/year,control,2050,0.0
2999,na-nicl2 battery,na-nicl2 battery,round trip efficiency dc,percent,lower,2020,81.0
3000,na-nicl2 battery,na-nicl2 battery,round trip efficiency dc,percent,lower,2050,83.0
3001,na-nicl2 battery,na-nicl2 battery,round trip efficiency dc,percent,upper,2020,93.0
3002,na-nicl2 battery,na-nicl2 battery,round trip efficiency dc,percent,upper,2050,95.0
3003,na-nicl2 battery,na-nicl2 battery,round trip efficiency dc,percent,control,2015,87.0
3004,na-nicl2 battery,na-nicl2 battery,round trip efficiency dc,percent,control,2020,87.0
3005,na-nicl2 battery,na-nicl2 battery,round trip efficiency dc,percent,control,2030,87.0
3006,na-nicl2 battery,na-nicl2 battery,round trip efficiency dc,percent,control,2050,87.0
3007,na-nicl2 battery,na-nicl2 battery,technical lifetime,years,lower,2020,9.0
3008,na-nicl2 battery,na-nicl2 battery,technical lifetime,years,lower,2050,12.0
3009,na-nicl2 battery,na-nicl2 battery,technical lifetime,years,upper,2020,25.0
3010,na-nicl2 battery,na-nicl2 battery,technical lifetime,years,upper,2050,33.0
3011,na-nicl2 battery,na-nicl2 battery,technical lifetime,years,control,2015,15.0
3012,na-nicl2 battery,na-nicl2 battery,technical lifetime,years,control,2020,17.0
3013,na-nicl2 battery,na-nicl2 battery,technical lifetime,years,control,2030,23.0
3014,na-nicl2 battery,na-nicl2 battery,technical lifetime,years,control,2050,23.0
3015,na-nicl2 battery,na-nicl2 battery,capacity component,EUR_2020/MW,lower,2020,319000.0
3016,na-nicl2 battery,na-nicl2 battery,capacity component,EUR_2020/MW,lower,2050,266000.0
3017,na-nicl2 battery,na-nicl2 battery,capacity component,EUR_2020/MW,upper,2020,617000.0
3018,na-nicl2 battery,na-nicl2 battery,capacity component,EUR_2020/MW,upper,2050,500000.0
3019,na-nicl2 battery,na-nicl2 battery,capacity component,EUR_2020/MW,control,2015,510000.0
3020,na-nicl2 battery,na-nicl2 battery,capacity component,EUR_2020/MW,control,2020,436000.0
3021,na-nicl2 battery,na-nicl2 battery,capacity component,EUR_2020/MW,control,2030,351000.0
3022,na-nicl2 battery,na-nicl2 battery,capacity component,EUR_2020/MW,control,2050,351000.0
3023,na-nicl2 battery,na-nicl2 battery,energy component,EUR_2020/MWh,lower,2020,223000.0
3024,na-nicl2 battery,na-nicl2 battery,energy component,EUR_2020/MWh,lower,2050,96000.0
3025,na-nicl2 battery,na-nicl2 battery,energy component,EUR_2020/MWh,upper,2020,340000.0
3026,na-nicl2 battery,na-nicl2 battery,energy component,EUR_2020/MWh,upper,2050,149000.0
3027,na-nicl2 battery,na-nicl2 battery,energy component,EUR_2020/MWh,control,2015,808000.0
3028,na-nicl2 battery,na-nicl2 battery,energy component,EUR_2020/MWh,control,2020,276000.0
3029,na-nicl2 battery,na-nicl2 battery,energy component,EUR_2020/MWh,control,2030,149000.0
3030,na-nicl2 battery,na-nicl2 battery,energy component,EUR_2020/MWh,control,2050,117000.0
3031,na-nicl2 battery,na-nicl2 battery,other project costs,EUR_2020/MWh,lower,2020,32000.0
3032,na-nicl2 battery,na-nicl2 battery,other project costs,EUR_2020/MWh,lower,2050,11000.0
3033,na-nicl2 battery,na-nicl2 battery,other project costs,EUR_2020/MWh,upper,2020,43000.0
3034,na-nicl2 battery,na-nicl2 battery,other project costs,EUR_2020/MWh,upper,2050,21000.0
3035,na-nicl2 battery,na-nicl2 battery,other project costs,EUR_2020/MWh,control,2015,85000.0
3036,na-nicl2 battery,na-nicl2 battery,other project costs,EUR_2020/MWh,control,2020,32000.0
3037,na-nicl2 battery,na-nicl2 battery,other project costs,EUR_2020/MWh,control,2030,21000.0
3038,na-nicl2 battery,na-nicl2 battery,other project costs,EUR_2020/MWh,control,2050,21000.0
3039,na-nicl2 battery,na-nicl2 battery,fixed o&m,percent,lower,2020,0.9
3040,na-nicl2 battery,na-nicl2 battery,fixed o&m,percent,lower,2050,0.9
3041,na-nicl2 battery,na-nicl2 battery,fixed o&m,percent,upper,2020,2.0
3042,na-nicl2 battery,na-nicl2 battery,fixed o&m,percent,upper,2050,2.0
3043,na-nicl2 battery,na-nicl2 battery,fixed o&m,percent,control,2015,1.5
3044,na-nicl2 battery,na-nicl2 battery,fixed o&m,percent,control,2020,1.5
3045,na-nicl2 battery,na-nicl2 battery,fixed o&m,percent,control,2030,1.5
3046,na-nicl2 battery,na-nicl2 battery,fixed o&m,percent,control,2050,1.5
3047,na-nicl2 battery,na-nicl2 battery,specific investment,EUR_2020/MWh,lower,2020,340000.0
3048,na-nicl2 battery,na-nicl2 battery,specific investment,EUR_2020/MWh,lower,2050,191000.0
3049,na-nicl2 battery,na-nicl2 battery,specific investment,EUR_2020/MWh,upper,2020,564000.0
3050,na-nicl2 battery,na-nicl2 battery,specific investment,EUR_2020/MWh,upper,2050,319000.0
3051,na-nicl2 battery,na-nicl2 battery,specific investment,EUR_2020/MWh,control,2015,1063000.0
3052,na-nicl2 battery,na-nicl2 battery,specific investment,EUR_2020/MWh,control,2020,447000.0
3053,na-nicl2 battery,na-nicl2 battery,specific investment,EUR_2020/MWh,control,2030,276000.0
3054,na-nicl2 battery,na-nicl2 battery,specific investment,EUR_2020/MWh,control,2050,245000.0
3055,na-nicl2 battery,na-nicl2 battery,variable o&m,EUR_2020/MWh,lower,2020,0.425
3056,na-nicl2 battery,na-nicl2 battery,variable o&m,EUR_2020/MWh,lower,2050,0.425
3057,na-nicl2 battery,na-nicl2 battery,variable o&m,EUR_2020/MWh,upper,2020,2.233
3058,na-nicl2 battery,na-nicl2 battery,variable o&m,EUR_2020/MWh,upper,2050,2.233
3059,na-nicl2 battery,na-nicl2 battery,variable o&m,EUR_2020/MWh,control,2015,0.638
3060,na-nicl2 battery,na-nicl2 battery,variable o&m,EUR_2020/MWh,control,2020,0.638
3061,na-nicl2 battery,na-nicl2 battery,variable o&m,EUR_2020/MWh,control,2030,0.638
3062,na-nicl2 battery,na-nicl2 battery,variable o&m,EUR_2020/MWh,control,2050,0.638
3063,na-nicl2 battery,na-nicl2 battery,response time from full-rated charge to full-rated discharge,sec,lower,2020,0.001
3064,na-nicl2 battery,na-nicl2 battery,response time from full-rated charge to full-rated discharge,sec,lower,2050,0.001
3065,na-nicl2 battery,na-nicl2 battery,response time from full-rated charge to full-rated discharge,sec,upper,2020,0.5
3066,na-nicl2 battery,na-nicl2 battery,response time from full-rated charge to full-rated discharge,sec,upper,2050,0.5
3067,na-nicl2 battery,na-nicl2 battery,response time from full-rated charge to full-rated discharge,sec,control,2015,0.5
3068,na-nicl2 battery,na-nicl2 battery,response time from full-rated charge to full-rated discharge,sec,control,2020,0.5
3069,na-nicl2 battery,na-nicl2 battery,response time from full-rated charge to full-rated discharge,sec,control,2030,0.5
3070,na-nicl2 battery,na-nicl2 battery,response time from full-rated charge to full-rated discharge,sec,control,2050,0.5
3071,na-nicl2 battery,na-nicl2 battery,response time from idle to full-rated discharge,sec,lower,2020,0.001
3072,na-nicl2 battery,na-nicl2 battery,response time from idle to full-rated discharge,sec,lower,2050,0.001
3073,na-nicl2 battery,na-nicl2 battery,response time from idle to full-rated discharge,sec,upper,2020,0.02
3074,na-nicl2 battery,na-nicl2 battery,response time from idle to full-rated discharge,sec,upper,2050,0.02
3075,na-nicl2 battery,na-nicl2 battery,response time from idle to full-rated discharge,sec,control,2015,0.02
3076,na-nicl2 battery,na-nicl2 battery,response time from idle to full-rated discharge,sec,control,2020,0.02
3077,na-nicl2 battery,na-nicl2 battery,response time from idle to full-rated discharge,sec,control,2030,0.02
3078,na-nicl2 battery,na-nicl2 battery,response time from idle to full-rated discharge,sec,control,2050,0.02
3079,na-nicl2 battery,na-nicl2 battery,alternative investment cost,EUR_2020/MW,lower,2020,1170000.0
3080,na-nicl2 battery,na-nicl2 battery,alternative investment cost,EUR_2020/MW,lower,2050,638000.0
3081,na-nicl2 battery,na-nicl2 battery,alternative investment cost,EUR_2020/MW,upper,2020,1914000.0
3082,na-nicl2 battery,na-nicl2 battery,alternative investment cost,EUR_2020/MW,upper,2050,1063000.0
3083,na-nicl2 battery,na-nicl2 battery,alternative investment cost,EUR_2020/MW,control,2015,3190000.0
3084,na-nicl2 battery,na-nicl2 battery,alternative investment cost,EUR_2020/MW,control,2020,1489000.0
3085,na-nicl2 battery,na-nicl2 battery,alternative investment cost,EUR_2020/MW,control,2030,957000.0
3086,na-nicl2 battery,na-nicl2 battery,alternative investment cost,EUR_2020/MW,control,2050,851000.0
3087,na-nicl2 battery,na-nicl2 battery,energy density,Wh/meter**3,lower,2020,24525.0
3088,na-nicl2 battery,na-nicl2 battery,energy density,Wh/meter**3,lower,2050,24525.0
3089,na-nicl2 battery,na-nicl2 battery,energy density,Wh/meter**3,upper,2020,40875.0
3090,na-nicl2 battery,na-nicl2 battery,energy density,Wh/meter**3,upper,2050,40875.0
3091,na-nicl2 battery,na-nicl2 battery,energy density,Wh/meter**3,control,2015,32700.0
3092,na-nicl2 battery,na-nicl2 battery,energy density,Wh/meter**3,control,2020,32700.0
3093,na-nicl2 battery,na-nicl2 battery,energy density,Wh/meter**3,control,2030,32700.0
3094,na-nicl2 battery,na-nicl2 battery,energy density,Wh/meter**3,control,2050,32700.0
3095,na-nicl2 battery,na-nicl2 battery,lifetime in total number of cycles,cycles,lower,2020,1500.0
3096,na-nicl2 battery,na-nicl2 battery,lifetime in total number of cycles,cycles,lower,2050,1500.0
3097,na-nicl2 battery,na-nicl2 battery,lifetime in total number of cycles,cycles,upper,2020,11300.0
3098,na-nicl2 battery,na-nicl2 battery,lifetime in total number of cycles,cycles,upper,2050,11300.0
3099,na-nicl2 battery,na-nicl2 battery,lifetime in total number of cycles,cycles,control,2015,4500.0
3100,na-nicl2 battery,na-nicl2 battery,lifetime in total number of cycles,cycles,control,2020,4500.0
3101,na-nicl2 battery,na-nicl2 battery,lifetime in total number of cycles,cycles,control,2030,4500.0
3102,na-nicl2 battery,na-nicl2 battery,lifetime in total number of cycles,cycles,control,2050,4500.0
3103,na-nicl2 battery,na-nicl2 battery,power density,W/meter**3,lower,2020,7012.0
3104,na-nicl2 battery,na-nicl2 battery,power density,W/meter**3,lower,2050,7012.0
3105,na-nicl2 battery,na-nicl2 battery,power density,W/meter**3,upper,2020,11687.0
3106,na-nicl2 battery,na-nicl2 battery,power density,W/meter**3,upper,2050,11687.0
3107,na-nicl2 battery,na-nicl2 battery,power density,W/meter**3,control,2015,9350.0
3108,na-nicl2 battery,na-nicl2 battery,power density,W/meter**3,control,2020,9350.0
