,technology,parameter,year,value,unit,currency_year,source,further_description,financial_case,scenario,carrier
250,battery storage,FOM,2040,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Moderate,
251,battery storage,FOM,2050,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Moderate,
252,battery storage,FOM,2022,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Conservative,
253,battery storage,FOM,2030,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Conservative,
254,battery storage,FOM,2040,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Conservative,
255,battery storage,FOM,2050,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Conservative,
256,battery storage,FOM,2022,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
257,battery storage,FOM,2030,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
258,battery storage,FOM,2040,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
259,battery storage,FOM,2050,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
260,battery inverter,FOM,2022,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Moderate,
261,battery inverter,FOM,2030,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Moderate,
262,battery inverter,FOM,2040,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Moderate,
263,battery inverter,FOM,2050,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Moderate,
264,battery inverter,FOM,2022,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Conservative,
265,battery inverter,FOM,2030,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Conservative,
266,battery inverter,FOM,2040,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Conservative,
267,battery inverter,FOM,2050,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Conservative,
268,battery inverter,FOM,2022,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Advanced,
269,battery inverter,FOM,2030,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Advanced,
270,battery inverter,FOM,2040,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Advanced,
271,battery inverter,FOM,2050,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Advanced,
272,battery inverter,FOM,2022,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Moderate,
273,battery inverter,FOM,2030,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Moderate,
274,battery inverter,FOM,2040,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Moderate,
275,battery inverter,FOM,2050,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Moderate,
276,battery inverter,FOM,2022,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Conservative,
277,battery inverter,FOM,2030,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Conservative,
278,battery inverter,FOM,2040,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Conservative,
279,battery inverter,FOM,2050,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Conservative,
280,battery inverter,FOM,2022,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
281,battery inverter,FOM,2030,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
282,battery inverter,FOM,2040,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
283,battery inverter,FOM,2050,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
284,battery storage,lifetime,2022,15,years,-,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",,,,
285,battery inverter,lifetime,2022,15,years,-,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",,,,
